transaction_id,customer_id,transaction_date,amount,transaction_type,payment_status
TXN_00017875,CUST_001454,2025-03-22 19:58:43.217194,31.54,Purchase,Completed
TXN_00017876,CUST_005923,2024-11-10 19:58:43.217246,29.61,Subscription,Completed
TXN_00017877,CUST_008453,2025-03-06 19:58:43.217297,77.02,Subscription,Completed
TXN_00017878,CUST_004507,2025-06-05 19:58:43.217348,129.73,Purchase,Completed
TXN_00017879,CUST_008685,2025-09-13 19:58:43.217406,201.87,Purchase,Completed
TXN_00017880,CUST_002457,2025-02-23 19:58:43.217458,13.8,Purchase,Completed
TXN_00017881,CUST_006639,2025-09-22 19:58:43.217509,79.14,Purchase,Completed
TXN_00017882,CUST_006189,2025-04-30 19:58:43.217563,45.57,Purchase,Completed
TXN_00017883,CUST_009225,2024-10-07 19:58:43.217614,26.47,Subscription,Completed
TXN_00017884,CUST_002015,2024-09-24 19:58:43.217665,78.62,Purchase,Completed
TXN_00017885,CUST_003864,2026-07-22 19:58:43.217716,39.55,Purchase,Completed
TXN_00017886,CUST_006767,2026-04-05 19:58:43.217773,122.75,Purchase,Completed
TXN_00017887,CUST_002446,2024-11-14 19:58:43.217824,29.31,Subscription,Completed
TXN_00017888,CUST_004415,2025-04-13 19:58:43.217876,80.54,Purchase,Completed
TXN_00017889,CUST_008384,2025-10-12 19:58:43.217928,13.14,Purchase,Completed
TXN_00017890,CUST_003734,2025-07-30 19:58:43.217979,53.63,Subscription,Completed
TXN_00017891,CUST_005270,2025-05-13 19:58:43.218030,19.33,Purchase,Completed
TXN_00017892,CUST_006055,2025-04-15 19:58:43.218081,99.84,Purchase,Completed
TXN_00017893,CUST_000803,2024-12-19 19:58:43.218140,84.67,Purchase,Failed
TXN_00017894,CUST_006000,2025-05-20 19:58:43.218193,60.93,Upgrade,Completed
TXN_00017895,CUST_005082,2024-11-17 19:58:43.218244,24.06,Subscription,Completed
TXN_00017896,CUST_002790,2025-08-14 19:58:43.218295,54.52,Purchase,Completed
TXN_00017897,CUST_009451,2025-04-09 19:58:43.218347,58.89,Subscription,Completed
TXN_00017898,CUST_006150,2024-11-01 19:58:43.218405,61.8,Subscription,Completed
TXN_00017899,CUST_000687,2026-01-18 19:58:43.218456,42.12,Purchase,Completed
TXN_00017900,CUST_009053,2024-10-01 19:58:43.218507,29.48,Purchase,Completed
TXN_00017901,CUST_000646,2025-06-01 19:58:43.218559,67.32,Subscription,Completed
TXN_00017902,CUST_007697,2025-11-19 19:58:43.218612,90.22,Refund,Completed
TXN_00017903,CUST_000869,2024-11-19 19:58:43.218664,50.03,Subscription,Completed
TXN_00017904,CUST_006664,2025-12-04 19:58:43.218715,28.43,Purchase,Completed
TXN_00017905,CUST_003407,2025-05-02 19:58:43.218766,55.15,Purchase,Completed
TXN_00017906,CUST_003939,2025-10-17 19:58:43.218817,132.31,Purchase,Completed
TXN_00017907,CUST_006721,2025-08-22 19:58:43.218867,18.35,Purchase,Completed
TXN_00017908,CUST_009865,2026-04-17 19:58:43.218918,94.54,Purchase,Completed
TXN_00017909,CUST_009147,2025-10-25 19:58:43.218971,16.0,Purchase,Completed
TXN_00017910,CUST_007538,2026-02-12 19:58:43.219022,75.75,Purchase,Completed
TXN_00017911,CUST_005818,2025-11-30 19:58:43.219076,64.69,Purchase,Completed
TXN_00017912,CUST_000279,2024-12-25 19:58:43.219135,35.19,Subscription,Completed
TXN_00017913,CUST_008616,2026-02-04 19:58:43.219190,223.1,Purchase,Completed
TXN_00017914,CUST_003028,2024-09-30 19:58:43.219241,21.29,Subscription,Failed
TXN_00017915,CUST_002061,2025-09-08 19:58:43.219293,11.96,Purchase,Completed
TXN_00017916,CUST_001058,2025-04-15 19:58:43.219369,30.41,Purchase,Completed
TXN_00017917,CUST_000995,2026-03-11 19:58:43.219469,87.61,Refund,Completed
TXN_00017918,CUST_004388,2026-05-11 19:58:43.219565,201.92,Upgrade,Completed
TXN_00017919,CUST_000770,2025-05-15 19:58:43.219650,125.49,Purchase,Completed
TXN_00017920,CUST_002006,2026-07-23 19:58:43.219735,58.97,Subscription,Completed
TXN_00017921,CUST_006418,2025-01-04 19:58:43.219825,20.95,Purchase,Completed
TXN_00017922,CUST_004143,2025-01-11 19:58:43.219912,66.23,Purchase,Completed
TXN_00017923,CUST_008661,2025-12-21 19:58:43.220000,51.25,Upgrade,Completed
TXN_00017924,CUST_002036,2025-09-20 19:58:43.220087,80.81,Purchase,Completed
TXN_00017925,CUST_009107,2025-10-31 19:58:43.220223,39.62,Purchase,Completed
TXN_00017926,CUST_008672,2024-10-10 19:58:43.220324,64.12,Subscription,Completed
TXN_00017927,CUST_000082,2026-04-21 19:58:43.220426,21.73,Subscription,Pending
TXN_00017928,CUST_004287,2025-12-07 19:58:43.220517,44.53,Purchase,Completed
TXN_00017930,CUST_002908,2025-12-19 19:58:43.220661,38.58,Purchase,Completed
TXN_00017931,CUST_008970,2025-11-06 19:58:43.220750,11.13,Subscription,Failed
TXN_00017932,CUST_007761,2025-01-17 19:58:43.220840,19.95,Purchase,Completed
TXN_00017933,CUST_008167,2024-11-05 19:58:43.220927,38.06,Upgrade,Completed
TXN_00017934,CUST_004080,2025-08-09 19:58:43.221016,20.72,Subscription,Completed
TXN_00017935,CUST_008449,2025-01-23 19:58:43.221103,90.36,Purchase,Completed
TXN_00017936,CUST_003177,2025-11-05 19:58:43.221211,58.4,Purchase,Completed
TXN_00017937,CUST_006195,2025-11-10 19:58:43.221306,23.38,Purchase,Completed
TXN_00017938,CUST_003076,2025-08-31 19:58:43.221411,45.58,Purchase,Failed
TXN_00017939,CUST_008657,2026-02-09 19:58:43.221500,31.47,Purchase,Completed
TXN_00017940,CUST_001052,2026-04-26 19:58:43.221590,91.71,Purchase,Completed
TXN_00017941,CUST_006549,2025-08-20 19:58:43.221682,13.72,Purchase,Completed
TXN_00017942,CUST_004388,2026-01-28 19:58:43.221779,45.49,Purchase,Completed
TXN_00017943,CUST_003969,2026-07-25 19:58:43.221867,79.27,Purchase,Completed
TXN_00017944,CUST_002538,2025-12-13 19:58:43.221954,32.87,Purchase,Completed
TXN_00017945,CUST_001074,2025-08-22 19:58:43.222043,92.98,Purchase,Failed
TXN_00017946,CUST_002319,2026-07-07 19:58:43.222150,26.93,Purchase,Completed
TXN_00017947,CUST_006555,2025-08-14 19:58:43.222244,79.34,Subscription,Completed
TXN_00017948,CUST_004836,2026-05-03 19:58:43.222335,18.81,Subscription,Completed
TXN_00017949,CUST_002800,2024-09-28 19:58:43.222424,102.65,Subscription,Failed
TXN_00017950,CUST_008548,2025-03-02 19:58:43.222480,32.01,Subscription,Completed
TXN_00017951,CUST_009363,2026-08-28 19:58:43.222540,21.99,Upgrade,Completed
TXN_00017952,CUST_005039,2025-08-17 19:58:43.222593,65.52,Purchase,Failed
TXN_00017953,CUST_006679,2026-01-02 19:58:43.222645,35.92,Subscription,Completed
TXN_00017954,CUST_004876,2024-11-25 19:58:43.222696,38.79,Purchase,Completed
TXN_00017955,CUST_002599,2024-11-21 19:58:43.222748,43.94,Purchase,Completed
TXN_00017956,CUST_000340,2025-12-07 19:58:43.222799,25.0,Refund,Completed
TXN_00017957,CUST_003977,2025-01-26 19:58:43.222851,86.13,Refund,Completed
TXN_00017958,CUST_006878,2025-08-14 19:58:43.222903,26.41,Purchase,Completed
TXN_00017959,CUST_002139,2026-03-23 19:58:43.222955,123.63,Subscription,Completed
TXN_00017960,CUST_006034,2026-05-01 19:58:43.223006,52.85,Subscription,Completed
TXN_00017961,CUST_008657,2025-03-17 19:58:43.223061,95.82,Purchase,Completed
TXN_00017962,CUST_007060,2024-10-09 19:58:43.223113,49.65,Purchase,Completed
TXN_00017963,CUST_003505,2024-10-26 19:58:43.223177,70.92,Subscription,Completed
TXN_00017964,CUST_001706,2025-06-28 19:58:43.223232,38.96,Upgrade,Completed
TXN_00017965,CUST_005073,2025-03-02 19:58:43.223285,42.7,Subscription,Completed
TXN_00017966,CUST_004127,2026-04-17 19:58:43.223337,19.57,Upgrade,Pending
TXN_00017967,CUST_001347,2024-11-01 19:58:43.223398,12.47,Purchase,Completed
TXN_00017968,CUST_007569,2026-09-02 19:58:43.223450,10.36,Subscription,Completed
TXN_00017969,CUST_000669,2025-07-26 19:58:43.223502,18.65,Purchase,Failed
TXN_00017970,CUST_006393,2026-08-12 19:58:43.223553,35.93,Purchase,Completed
TXN_00017971,CUST_004778,2026-02-12 19:58:43.223605,41.45,Purchase,Completed
TXN_00017972,CUST_006388,2026-03-02 19:58:43.223656,76.22,Subscription,Failed
TXN_00017973,CUST_002567,2024-11-08 19:58:43.223707,15.66,Subscription,Completed
TXN_00017974,CUST_005812,2025-10-01 19:58:43.223758,26.38,Subscription,Completed
TXN_00017975,CUST_006123,2026-04-25 19:58:43.223809,49.78,Subscription,Completed
TXN_00017976,CUST_004762,2025-05-26 19:58:43.223860,11.25,Purchase,Completed
TXN_00017977,CUST_000694,2024-12-19 19:58:43.223911,37.44,Subscription,Completed
TXN_00017978,CUST_003058,2026-04-17 19:58:43.223962,136.01,Subscription,Completed
TXN_00017979,CUST_006608,2024-12-30 19:58:43.224013,36.98,Upgrade,Completed
TXN_00017980,CUST_003754,2026-07-08 19:58:43.224064,16.87,Purchase,Completed
TXN_00017981,CUST_006047,2025-10-02 19:58:43.224120,33.6,Subscription,Completed
TXN_00017982,CUST_005570,2026-02-05 19:58:43.224182,15.98,Subscription,Completed
TXN_00017983,CUST_008905,2025-09-24 19:58:43.224238,86.43,Purchase,Completed
TXN_00017984,CUST_003064,2026-01-02 19:58:43.224289,66.67,Upgrade,Completed
TXN_00017985,CUST_004815,2025-11-09 19:58:43.224341,44.75,Purchase,Completed
TXN_00017986,CUST_003141,2025-11-12 19:58:43.224402,96.44,Subscription,Completed
TXN_00017987,CUST_000382,2025-10-24 19:58:43.224455,36.75,Purchase,Completed
TXN_00017988,CUST_001387,2025-03-04 19:58:43.224506,14.92,Subscription,Completed
TXN_00017989,CUST_007698,2026-07-27 19:58:43.224560,29.62,Upgrade,Completed
TXN_00017990,CUST_006182,2025-03-06 19:58:43.224612,37.23,Purchase,Completed
TXN_00017991,CUST_005042,2026-03-03 19:58:43.224663,62.56,Subscription,Completed
TXN_00017992,CUST_006737,2026-07-07 19:58:43.224715,73.21,Purchase,Completed
TXN_00017993,CUST_004585,2025-11-14 19:58:43.224766,14.33,Purchase,Completed
TXN_00017994,CUST_004762,2024-12-03 19:58:43.224817,39.9,Purchase,Completed
TXN_00017995,CUST_008405,2025-05-23 19:58:43.224868,91.3,Purchase,Completed
TXN_00017996,CUST_009433,2024-10-22 19:58:43.224920,35.89,Purchase,Completed
TXN_00017997,CUST_008690,2025-11-01 19:58:43.224972,74.58,Purchase,Completed
TXN_00017998,CUST_008278,2024-12-19 19:58:43.225022,36.77,Subscription,Completed
TXN_00017999,CUST_000369,2025-08-27 19:58:43.225074,16.26,Purchase,Completed
TXN_00018000,CUST_003701,2025-08-01 19:58:43.225135,48.68,Purchase,Completed
TXN_00018001,CUST_001786,2025-12-24 19:58:43.225188,106.35,Upgrade,Completed
TXN_00018002,CUST_006036,2026-01-03 19:58:43.225241,36.85,Subscription,Completed
TXN_00018003,CUST_003956,2024-10-02 19:58:43.225292,117.91,Subscription,Completed
TXN_00018004,CUST_009111,2025-01-07 19:58:43.225347,11.23,Purchase,Completed
TXN_00018005,CUST_008208,2025-02-10 19:58:43.225408,22.96,Purchase,Completed
TXN_00018006,CUST_008500,2026-06-20 19:58:43.225461,41.54,Purchase,Completed
TXN_00018007,CUST_002924,2025-04-07 19:58:43.225515,52.91,Purchase,Completed
TXN_00018008,CUST_004513,2026-06-28 19:58:43.225567,124.1,Purchase,Failed
TXN_00018009,CUST_005433,2025-02-13 19:58:43.225620,185.39,Purchase,Completed
TXN_00018010,CUST_002200,2025-11-05 19:58:43.225672,83.69,Purchase,Completed
TXN_00018011,CUST_007630,2025-12-16 19:58:43.225723,42.69,Subscription,Completed
TXN_00018012,CUST_009996,2026-08-13 19:58:43.225774,96.24,Upgrade,Completed
TXN_00018013,CUST_001009,2024-10-29 19:58:43.225826,111.28,Purchase,Completed
TXN_00018014,CUST_005570,2025-07-27 19:58:43.225879,33.4,Purchase,Completed
TXN_00018015,CUST_000616,2025-09-17 19:58:43.225933,31.79,Purchase,Completed
TXN_00018016,CUST_004747,2026-09-04 19:58:43.225985,34.78,Subscription,Completed
TXN_00018017,CUST_000943,2025-05-23 19:58:43.226036,65.64,Purchase,Failed
TXN_00018018,CUST_004774,2025-07-16 19:58:43.226087,29.11,Purchase,Completed
TXN_00018019,CUST_003913,2026-05-19 19:58:43.226147,32.1,Subscription,Completed
TXN_00018020,CUST_003353,2026-05-01 19:58:43.226201,92.24,Purchase,Completed
TXN_00018021,CUST_003542,2026-02-18 19:58:43.226253,23.14,Subscription,Pending
TXN_00018022,CUST_003424,2025-09-02 19:58:43.226304,39.66,Upgrade,Completed
TXN_00018023,CUST_005818,2024-09-27 19:58:43.226356,74.1,Purchase,Completed
TXN_00018024,CUST_003184,2026-01-19 19:58:43.226414,35.03,Refund,Completed
TXN_00018025,CUST_008622,2026-01-13 19:58:43.226466,11.34,Purchase,Completed
TXN_00018026,CUST_004223,2026-08-08 19:58:43.226520,12.33,Subscription,Completed
TXN_00018027,CUST_009620,2026-05-16 19:58:43.226571,24.2,Subscription,Failed
TXN_00018028,CUST_005163,2024-12-06 19:58:43.226622,54.84,Subscription,Completed
TXN_00018029,CUST_002002,2025-12-16 19:58:43.226674,115.99,Purchase,Completed
TXN_00018030,CUST_006468,2025-10-21 19:58:43.226725,137.18,Purchase,Completed
TXN_00018031,CUST_003636,2026-01-04 19:58:43.226776,11.85,Subscription,Completed
TXN_00018032,CUST_002317,2025-12-16 19:58:43.226827,24.11,Purchase,Completed
TXN_00018033,CUST_001675,2025-02-26 19:58:43.226878,39.86,Subscription,Completed
TXN_00018034,CUST_001476,2025-10-29 19:58:43.226929,15.82,Subscription,Completed
TXN_00018035,CUST_001550,2025-08-13 19:58:43.226980,74.25,Subscription,Pending
TXN_00018036,CUST_009829,2024-10-29 19:58:43.227031,74.21,Purchase,Completed
TXN_00018037,CUST_007451,2025-07-13 19:58:43.227082,21.25,Purchase,Failed
TXN_00018038,CUST_008622,2025-07-20 19:58:43.227141,67.66,Purchase,Completed
TXN_00018039,CUST_007643,2026-04-23 19:58:43.227196,89.77,Purchase,Completed
TXN_00018040,CUST_002028,2025-06-04 19:58:43.227249,79.67,Purchase,Completed
TXN_00018041,CUST_008920,2025-05-11 19:58:43.227301,16.94,Purchase,Completed
TXN_00018042,CUST_000792,2025-04-19 19:58:43.227352,35.68,Purchase,Completed
TXN_00018043,CUST_009937,2025-01-19 19:58:43.227412,31.16,Subscription,Completed
TXN_00018044,CUST_003255,2026-08-24 19:58:43.227463,23.52,Subscription,Completed
TXN_00018045,CUST_003951,2025-10-06 19:58:43.227517,54.46,Purchase,Completed
TXN_00018046,CUST_009721,2024-12-14 19:58:43.227568,64.09,Subscription,Completed
TXN_00018047,CUST_001498,2026-07-23 19:58:43.227622,73.67,Subscription,Pending
TXN_00018048,CUST_003244,2025-03-21 19:58:43.227675,25.76,Purchase,Completed
TXN_00018049,CUST_008071,2026-02-03 19:58:43.227726,21.33,Purchase,Completed
TXN_00018050,CUST_003552,2025-05-18 19:58:43.227777,69.39,Purchase,Completed
TXN_00018051,CUST_002208,2024-10-05 19:58:43.227828,53.66,Subscription,Completed
TXN_00018052,CUST_006636,2025-02-03 19:58:43.227880,62.65,Subscription,Completed
TXN_00018053,CUST_005293,2024-12-10 19:58:43.227933,25.29,Purchase,Completed
TXN_00018054,CUST_003699,2026-04-30 19:58:43.227985,15.21,Purchase,Completed
TXN_00018055,CUST_000643,2026-06-08 19:58:43.228036,45.93,Subscription,Completed
TXN_00018056,CUST_006663,2025-03-10 19:58:43.228086,284.13,Upgrade,Completed
TXN_00018057,CUST_000570,2026-03-18 19:58:43.228146,47.5,Purchase,Completed
TXN_00018058,CUST_001259,2025-05-31 19:58:43.228198,30.13,Purchase,Completed
TXN_00018059,CUST_001375,2026-03-09 19:58:43.228253,16.63,Purchase,Pending
TXN_00018060,CUST_008273,2025-02-13 19:58:43.228306,19.52,Purchase,Completed
TXN_00018061,CUST_008138,2025-11-03 19:58:43.228357,81.21,Subscription,Completed
TXN_00018062,CUST_005365,2026-01-26 19:58:43.228417,146.7,Purchase,Completed
TXN_00018063,CUST_006379,2024-11-02 19:58:43.228468,121.05,Purchase,Completed
TXN_00018064,CUST_001562,2025-09-14 19:58:43.228518,41.24,Refund,Completed
TXN_00018065,CUST_007565,2024-11-29 19:58:43.228570,56.28,Refund,Completed
TXN_00018066,CUST_008204,2025-05-24 19:58:43.228624,203.38,Refund,Completed
TXN_00018067,CUST_006672,2025-01-04 19:58:43.228676,12.54,Purchase,Completed
TXN_00018068,CUST_009053,2024-11-22 19:58:43.228727,32.88,Subscription,Completed
TXN_00018069,CUST_008593,2024-10-21 19:58:43.228778,106.76,Subscription,Failed
TXN_00018070,CUST_000138,2025-01-19 19:58:43.228829,26.63,Purchase,Failed
TXN_00018071,CUST_000175,2025-02-08 19:58:43.228880,30.33,Purchase,Completed
TXN_00018072,CUST_003029,2025-04-29 19:58:43.228931,19.97,Subscription,Completed
TXN_00018073,CUST_003420,2025-03-27 19:58:43.228982,46.61,Subscription,Completed
TXN_00018074,CUST_000436,2025-12-01 19:58:43.229033,30.51,Upgrade,Completed
TXN_00018075,CUST_000482,2026-01-13 19:58:43.229083,31.4,Subscription,Completed
TXN_00018076,CUST_009603,2026-05-24 19:58:43.229143,134.69,Purchase,Pending
TXN_00018077,CUST_001749,2025-04-14 19:58:43.229194,40.03,Upgrade,Completed
TXN_00018078,CUST_005482,2026-02-01 19:58:43.229248,60.02,Purchase,Failed
TXN_00018079,CUST_006800,2024-11-16 19:58:43.229303,101.42,Purchase,Completed
TXN_00018080,CUST_001836,2025-08-02 19:58:43.229354,13.28,Purchase,Completed
TXN_00018081,CUST_009007,2026-08-06 19:58:43.229411,53.98,Refund,Completed
TXN_00018082,CUST_002096,2026-04-24 19:58:43.229463,63.68,Subscription,Failed
TXN_00018083,CUST_009785,2024-12-15 19:58:43.229515,101.07,Purchase,Completed
TXN_00018084,CUST_008584,2024-10-16 19:58:43.229567,56.4,Upgrade,Completed
TXN_00018085,CUST_000215,2025-06-20 19:58:43.229618,32.38,Subscription,Completed
TXN_00018086,CUST_004005,2024-10-31 19:58:43.229670,106.48,Subscription,Completed
TXN_00018087,CUST_006182,2025-01-14 19:58:43.229721,47.15,Upgrade,Completed
TXN_00018088,CUST_005470,2026-02-08 19:58:43.229773,29.64,Purchase,Completed
TXN_00018089,CUST_007738,2025-08-01 19:58:43.229824,71.95,Upgrade,Failed
TXN_00018090,CUST_008149,2026-01-27 19:58:43.229875,124.34,Purchase,Completed
TXN_00018091,CUST_004324,2026-03-04 19:58:43.229929,50.62,Subscription,Completed
TXN_00018092,CUST_004648,2024-11-24 19:58:43.229980,86.23,Purchase,Completed
TXN_00018093,CUST_009767,2025-06-28 19:58:43.230032,90.41,Purchase,Completed
TXN_00018094,CUST_001962,2026-04-02 19:58:43.230083,112.95,Purchase,Pending
TXN_00018095,CUST_006808,2026-03-24 19:58:43.230142,117.0,Purchase,Completed
TXN_00018096,CUST_000051,2025-09-23 19:58:43.230194,21.74,Purchase,Completed
TXN_00018097,CUST_003502,2026-02-05 19:58:43.230246,59.58,Purchase,Completed
TXN_00018098,CUST_006419,2024-11-17 19:58:43.230300,159.79,Purchase,Failed
TXN_00018099,CUST_006028,2026-06-07 19:58:43.230351,152.58,Refund,Completed
TXN_00018100,CUST_009991,2025-05-11 19:58:43.230411,111.42,Subscription,Completed
TXN_00018101,CUST_005666,2026-03-02 19:58:43.230463,17.6,Upgrade,Completed
TXN_00018102,CUST_002195,2026-04-14 19:58:43.230514,35.79,Purchase,Completed
TXN_00018103,CUST_000950,2026-05-06 19:58:43.230565,52.14,Subscription,Completed
TXN_00018104,CUST_001250,2026-02-07 19:58:43.230616,72.6,Purchase,Completed
TXN_00018105,CUST_005100,2025-11-03 19:58:43.230669,74.1,Purchase,Completed
TXN_00018106,CUST_009891,2025-10-25 19:58:43.230721,33.85,Subscription,Completed
TXN_00018107,CUST_001162,2025-01-18 19:58:43.230771,62.11,Upgrade,Pending
TXN_00018108,CUST_002019,2024-12-04 19:58:43.230822,28.72,Subscription,Completed
TXN_00018109,CUST_008618,2024-09-30 19:58:43.230873,32.41,Subscription,Pending
TXN_00018110,CUST_009422,2026-07-27 19:58:43.230927,20.6,Subscription,Completed
TXN_00018111,CUST_004700,2025-04-04 19:58:43.230981,43.46,Purchase,Failed
TXN_00018112,CUST_001784,2025-09-28 19:58:43.231033,95.0,Purchase,Completed
TXN_00018113,CUST_008835,2025-10-19 19:58:43.231084,46.81,Purchase,Completed
TXN_00018114,CUST_004789,2025-12-07 19:58:43.231144,17.73,Upgrade,Completed
TXN_00018115,CUST_003701,2025-10-06 19:58:43.231196,26.08,Purchase,Completed
TXN_00018116,CUST_003791,2025-06-09 19:58:43.231249,23.58,Purchase,Failed
TXN_00018117,CUST_006505,2025-07-24 19:58:43.231303,342.45,Purchase,Failed
TXN_00018118,CUST_008682,2026-08-18 19:58:43.231355,31.31,Subscription,Completed
TXN_00018119,CUST_007821,2025-03-09 19:58:43.231417,41.79,Subscription,Completed
TXN_00018120,CUST_005619,2025-09-21 19:58:43.231468,28.02,Purchase,Failed
TXN_00018121,CUST_000433,2024-11-17 19:58:43.231520,76.85,Subscription,Completed
TXN_00018122,CUST_009611,2025-04-09 19:58:43.231571,49.54,Purchase,Completed
TXN_00018123,CUST_002283,2026-06-24 19:58:43.231623,71.98,Purchase,Completed
TXN_00018124,CUST_006673,2025-09-02 19:58:43.231675,41.01,Subscription,Completed
TXN_00018125,CUST_003191,2026-06-25 19:58:43.231726,12.64,Purchase,Completed
TXN_00018126,CUST_002796,2024-12-15 19:58:43.231777,255.09,Purchase,Completed
TXN_00018128,CUST_003533,2025-07-19 19:58:43.231862,20.3,Subscription,Completed
TXN_00018129,CUST_009939,2026-07-27 19:58:43.231917,12.49,Upgrade,Completed
TXN_00018130,CUST_009863,2025-06-03 19:58:43.231968,51.58,Purchase,Completed
TXN_00018131,CUST_008288,2025-10-23 19:58:43.232019,32.55,Purchase,Completed
TXN_00018132,CUST_002423,2025-10-31 19:58:43.232070,47.09,Purchase,Completed
TXN_00018133,CUST_001205,2025-11-28 19:58:43.232134,13.84,Purchase,Completed
TXN_00018134,CUST_003935,2025-05-23 19:58:43.232188,27.16,Subscription,Completed
TXN_00018135,CUST_007394,2026-01-21 19:58:43.232240,80.2,Purchase,Completed
TXN_00018136,CUST_004506,2025-04-22 19:58:43.232292,126.83,Purchase,Completed
TXN_00018137,CUST_005492,2024-10-05 19:58:43.232345,24.71,Subscription,Completed
TXN_00018138,CUST_005533,2026-03-12 19:58:43.232406,36.62,Purchase,Completed
TXN_00018139,CUST_006853,2025-12-02 19:58:43.232459,46.31,Purchase,Completed
TXN_00018140,CUST_001258,2026-03-18 19:58:43.232509,98.81,Purchase,Completed
TXN_00018141,CUST_001512,2025-01-01 19:58:43.232561,133.23,Subscription,Completed
TXN_00018142,CUST_004181,2025-02-08 19:58:43.232612,68.92,Subscription,Completed
TXN_00018143,CUST_000598,2024-11-21 19:58:43.232668,36.09,Subscription,Completed
TXN_00018144,CUST_004817,2025-11-24 19:58:43.232720,38.2,Subscription,Completed
TXN_00018145,CUST_002131,2024-10-10 19:58:43.232771,159.16,Purchase,Completed
TXN_00018146,CUST_008515,2025-10-18 19:58:43.232823,55.6,Purchase,Failed
TXN_00018147,CUST_008784,2025-11-29 19:58:43.232874,21.27,Purchase,Completed
TXN_00018148,CUST_006673,2026-05-17 19:58:43.232925,63.07,Purchase,Completed
TXN_00018149,CUST_000703,2026-03-24 19:58:43.232976,150.96,Purchase,Completed
TXN_00018150,CUST_006011,2026-02-13 19:58:43.233027,47.25,Purchase,Completed
TXN_00018151,CUST_000349,2024-11-10 19:58:43.233078,90.04,Purchase,Completed
TXN_00018152,CUST_005530,2025-04-14 19:58:43.233137,39.81,Purchase,Completed
TXN_00018153,CUST_003894,2025-09-23 19:58:43.233190,48.09,Purchase,Completed
TXN_00018154,CUST_008068,2025-06-03 19:58:43.233241,27.89,Purchase,Completed
TXN_00018155,CUST_006480,2025-01-24 19:58:43.233292,39.72,Purchase,Completed
TXN_00018156,CUST_007024,2025-12-06 19:58:43.233343,28.07,Subscription,Completed
TXN_00018157,CUST_007134,2026-04-15 19:58:43.233405,28.93,Subscription,Completed
TXN_00018158,CUST_000760,2025-06-18 19:58:43.233457,150.64,Refund,Completed
TXN_00018159,CUST_008509,2024-10-21 19:58:43.233508,124.54,Purchase,Completed
TXN_00018160,CUST_001573,2025-08-13 19:58:43.233559,40.72,Purchase,Completed
TXN_00018161,CUST_001909,2026-02-27 19:58:43.233610,150.82,Subscription,Completed
TXN_00018163,CUST_006989,2025-11-19 19:58:43.233694,12.73,Upgrade,Completed
TXN_00018164,CUST_000295,2025-02-04 19:58:43.233746,13.1,Purchase,Completed
TXN_00018165,CUST_000691,2026-03-23 19:58:43.233797,19.33,Purchase,Completed
TXN_00018166,CUST_003162,2024-11-23 19:58:43.233848,70.88,Purchase,Completed
TXN_00018167,CUST_000908,2025-04-10 19:58:43.233899,43.19,Subscription,Completed
TXN_00018168,CUST_008524,2026-08-17 19:58:43.233950,38.62,Purchase,Completed
TXN_00018169,CUST_003329,2025-11-12 19:58:43.234000,39.87,Purchase,Completed
TXN_00018170,CUST_005920,2025-01-23 19:58:43.234056,25.05,Purchase,Completed
TXN_00018171,CUST_006400,2024-12-14 19:58:43.234108,16.82,Subscription,Completed
TXN_00018172,CUST_006519,2025-04-14 19:58:43.234173,53.98,Refund,Completed
TXN_00018173,CUST_009953,2025-07-17 19:58:43.234226,51.51,Purchase,Failed
TXN_00018174,CUST_001449,2026-05-09 19:58:43.234276,103.27,Purchase,Completed
TXN_00018175,CUST_000447,2024-12-06 19:58:43.234328,13.48,Purchase,Pending
TXN_00018176,CUST_006329,2025-09-28 19:58:43.234389,131.27,Purchase,Completed
TXN_00018177,CUST_002524,2026-02-16 19:58:43.234443,80.61,Purchase,Completed
TXN_00018178,CUST_007466,2025-11-18 19:58:43.234497,68.57,Subscription,Failed
TXN_00018179,CUST_001191,2026-01-15 19:58:43.234549,37.57,Subscription,Completed
TXN_00018180,CUST_005250,2025-05-13 19:58:43.234600,11.57,Purchase,Completed
TXN_00018181,CUST_003488,2025-02-06 19:58:43.234652,50.5,Subscription,Completed
TXN_00018182,CUST_001638,2024-09-16 19:58:43.234703,132.83,Subscription,Completed
TXN_00018184,CUST_003582,2024-09-26 19:58:43.234790,15.84,Purchase,Completed
TXN_00018185,CUST_004162,2025-03-16 19:58:43.234842,79.66,Purchase,Completed
TXN_00018186,CUST_005580,2026-02-14 19:58:43.234893,21.17,Purchase,Completed
TXN_00018187,CUST_005830,2025-05-01 19:58:43.234943,51.09,Purchase,Completed
TXN_00018188,CUST_000853,2024-11-23 19:58:43.234995,18.13,Purchase,Completed
TXN_00018189,CUST_007042,2026-05-20 19:58:43.235045,81.88,Subscription,Completed
TXN_00018190,CUST_008341,2025-03-17 19:58:43.235096,50.69,Purchase,Completed
TXN_00018191,CUST_009016,2025-01-19 19:58:43.235157,41.77,Purchase,Completed
TXN_00018192,CUST_003005,2025-12-13 19:58:43.235209,19.37,Subscription,Completed
TXN_00018193,CUST_007148,2026-06-24 19:58:43.235260,24.68,Purchase,Completed
TXN_00018194,CUST_009373,2026-05-31 19:58:43.235313,32.61,Purchase,Failed
TXN_00018195,CUST_001783,2024-12-23 19:58:43.235364,53.66,Subscription,Completed
